ID	TOKENS	PROTOFORM	ALIGNMENT	IPA	COUNTERPART	COGIDS	DOCULECT	NOTE	STRUCTURE	BORROWING	CONCEPT	PROTO	GLOSSID
1727	l ɪ n d ə	*lendō	l ɪ n d ( ə - )	lɪndə	linde	473	Dutch				linden	*lendō	154
1726	l ɪ n d ə n	*lendō	l ɪ n d ( ə n )	lɪndən	linden	473	English				linden	*lendō	154
1725	l ɪ n d ə	*lendō	l ɪ n d ( ə - )	lɪndə	Linde	473	German				linden	*lendō	154
945	l ɛɪ n	*līnan	l ɛɪ n ( - - )	lɛɪn	lijn	259	Dutch				line	*līnan	155
944	l aɪ n	*līnan	l aɪ n ( - - )	laɪn	line	259	English				line	*līnan	155
943	l ai n ə	*līnan	l ai n ( ə - )	lainə	Leine	259	German				line	*līnan	155
1438	l ɛɪ s t	*līstōn	l ɛɪ s t ( - - )	lɛɪst	lijst	393	Dutch				list	*līstōn	156
1437	l ɪ s t	*līstōn	l ɪ s t ( - - )	lɪst	list	393	English				list	*līstōn	156
1436	l ai s t ə	*līstōn	l ai s t ( ə - )	laistə	Leiste	393	German				list	*līstōn	156
617	l eː v ə	*libēną	l eː v ə - ( - - )	leːvə	leven	170	Dutch				live	*libēną	157
616	l aɪ v	*libēną	l aɪ v - - ( - - )	laɪv	live	170	English				live	*libēną	157
615	l eː b ə n	*libēną	l eː b ə n ( - - )	leːbən	leben	170	German				live	*libēną	157
213	l eː v ə r	*librō	l eː v ə r ( - )	leːvər	lever	59	Dutch				liver	*librō	158
212	l ɪ v ə r	*librō	l ɪ v ə r ( - )	lɪvər	liver	59	English				liver	*librō	158
211	l eː b ə r	*librō	l eː b ə r ( - )	leːbər	Leber	59	German				liver	*librō	158
904	l eː m	*laimōn	l eː m ( - - )	leːm	leem	248	Dutch				loam	*laimōn	159
903	l əʊ m	*laimōn	l əʊ m ( - - )	ləʊm	loam	248	English				loam	*laimōn	159
902	l eː m	*laimōn	l eː m ( - - )	leːm	Lehm	248	German				loam	*laimōn	159
258	l eː t	*laiθaz	l eː t ( - - )	leːt	leed	71	Dutch				loath	*laiθaz	160
257	l əʊ θ	*laiθaz	l əʊ θ ( - - )	ləʊθ	loath	71	English				loath	*laiθaz	160
256	l ai t	*laiθaz	l ai d ( - - )	lait	Leid	71	German				loath	*laiθaz	160
1150	l ɔ k	*lukkaz	l ɔ k ( - - )	lɔk	lok	315	Dutch				lock	*lukkaz	161
859	l ɔ k	*luką	l ɔ k ( - - )	lɔk	lock	236	English				lock	*luką	161
1149	l ɔ k	*lukkaz	l ɔ k ( - - )	lɔk	lock	315	English				lock	*lukkaz	161
858	l ɔ x	*luką	l ɔ x ( - - )	lɔx	Loch	236	German				lock	*luką	161
1148	l ɔ k ə	*lukkaz	l ɔ k ( ə - )	lɔkə	Locke	315	German				lock	*lukkaz	161
1826	l œy s	*lūsz	l œy s ( - )	lœys	luis	500	Dutch				louse	*lūsz	162
1825	l aʊ s	*lūsz	l aʊ s ( - )	laʊs	louse	500	English				louse	*lūsz	162
1824	l au s	*lūsz	l au s ( - )	laus	Laus	500	German				louse	*lūsz	162
892	l ɔ ŋ	*lungwą	l ɔ ŋ - ( - - )	lɔŋ	long	245	Dutch				lung	*lungwą	163
891	l ʌ ŋ	*lungwą	l ʌ ŋ - ( - - )	lʌŋ	lung	245	English				lung	*lungwą	163
890	l ʊ ŋ ə	*lungwą	l ʊ ŋ - ( ə - )	lʊŋə	Lunge	245	German				lung	*lungwą	163
1329	l ʉ s t	*lustuz	l ʉ s t ( - - )	lʉst	lust	364	Dutch				lust	*lustuz	164
1328	l ʌ s t	*lustuz	l ʌ s t ( - - )	lʌst	lust	364	English				lust	*lustuz	164
1327	l ʊ s t	*lustuz	l ʊ s t ( - - )	lʊst	Lust	364	German				lust	*lustuz	164
371	l oː x	*laugō	l oː x -	loːx	loog	102	Dutch				lye	*laugō	165
370	l aɪ	*laugō	l aɪ - -	laɪ	lye	102	English				lye	*laugō	165
369	l au ɡ ə	*laugō	l au ɡ ə	lauɡə	Lauge	102	German				lye	*laugō	165
1457	m aː k ə	*makōjaną	m aː k ( - ) - ə - ( - - )	maːkə	maken	398	Dutch				make	*makōjaną	166
1456	m eɪ k	*makōjaną	m eɪ k ( - ) - - - ( - - )	meɪk	make	398	English				make	*makōjaną	166
1455	m a x ə n	*makōjaną	m a x ( - ) - ə n ( - - )	maxən	machen	398	German				make	*makōjaną	166
989	m ɑu t	*maltaz	m ɑu - t ( - - )	mɑut	mout	271	Dutch				malt	*maltaz	167
988	m ɔː l t	*maltaz	m ɔː l t ( - - )	mɔːlt	malt	271	English				malt	*maltaz	167
987	m a l ts	*maltaz	m a l ts ( - - )	malt͡s	Malz	271	German				malt	*maltaz	167
1928	m ɑ n	*marīn	m ɑ ( - - ) n	mɑn	man	529	Dutch				man	*marīn	168
1927	m æ n	*marīn	m æ ( - - ) n	mæn	man	529	English				man	*marīn	168
1926	m a n	*marīn	m a ( - - ) n	man	Mann	529	German				man	*marīn	168
44	m ɑ r k	*markō	m ɑ r k -	mɑrk	mark	12	Dutch				march	*markō	169
43	m ɑː ʧ	*markō	m ɑː - ʧ -	mɑːʧ	march	12	English				march	*markō	169
42	m a r k	*markō	m a r k -	mark	Mark	12	German	EXC			march	*markō	169
1712	m ɑ s t	*mastaz	m ɑ s t ( - - )	mɑst	mast	469	Dutch				mast	*mastaz	170
1711	m ɑː s t	*mastaz	m ɑː s t ( - - )	mɑːst	mast	469	English				mast	*mastaz	170
1710	m a s t	*mastaz	m a s t ( - - )	mast	Mast	469	German				mast	*mastaz	170
239	m aː l	*mēlą	m aː l ( - - )	maːl	maal	66	Dutch				meal	*mēlą	171
238	m iː l	*mēlą	m iː l ( - - )	miːl	meal	66	English				meal	*mēlą	171
237	m aː l	*mēlą	m aː l ( - - )	maːl	Mal	66	German				meal	*mēlą	171
75	m eː n ə	*mainjaną	m eː n - ə - ( - - )	meːnə	menen	21	Dutch				mean	*mainjaną	172
74	m iː n	*mainjaną	m iː n - - - ( - - )	miːn	mean	21	English				mean	*mainjaną	172
73	m ai n ə n	*mainjaną	m ai n - ə n ( - - )	mainən	meinen	21	German				mean	*mainjaną	172
648	m iː d	*mizdō	m iː - d ( - )	miːd	meed	178	English				meed	*mizdō	348
647	m iː t ə	*mizdō	m iː - t ( ə )	miːtə	Miete	178	German				meed	*mizdō	348
1576	m ɑ x t	*maxtiz	m ɑ x t ( - - )	mɑxt	macht	432	Dutch				might	*maxtiz	173
1575	m aɪ t	*maxtiz	m aɪ - t ( - - )	maɪt	might	432	English				might	*maxtiz	173
1574	m a x t	*maxtiz	m a x t ( - - )	maxt	Macht	432	German				might	*maxtiz	173
668	m ɛ l k	*melukz	m ɛ l - k ( - )	mɛlk	melk	183	Dutch				milk	*melukz	174
667	m ɪ l k	*melukz	m ɪ l - k ( - )	mɪlk	milk	183	English				milk	*melukz	174
666	m ɪ l x	*melukz	m ɪ l - x ( - )	mɪlx	Milch	183	German				milk	*melukz	174
760	m aː n t	*mēnōθz	m aː n - t ( - )	maːnt	maand	208	Dutch				month	*mēnōθz	175
759	m ʌ n θ	*mēnōθz	m ʌ n - θ ( - )	mʌnθ	month	208	English				month	*mēnōθz	175
758	m oː n aː t	*mēnōθz	m oː n a t ( - )	moːnaːt	Monat	208	German	IRR			month	*mēnōθz	175
719	m uː t	*mōdaz	m uː t ( - - )	muːt	moed	197	Dutch				mood	*mōdaz	176
718	m uː d	*mōdaz	m uː d ( - - )	muːd	mood	197	English				mood	*mōdaz	176
717	m uː t	*mōdaz	m uː t ( - - )	muːt	Mut	197	German				mood	*mōdaz	176
1620	m uː d ə r	*mōdēr	m uː d ə r	muːdər	moeder	444	Dutch				mother	*mōdēr	177
1619	m ʌ ð ə r	*mōdēr	m ʌ ð ə r	mʌðər	mother	444	English				mother	*mōdēr	177
1618	m ʊ t ə r	*mōdēr	m ʊ t ə r	mʊtər	Mutter	444	German				mother	*mōdēr	177
1580	n aː ɣ ə l	*naglaz	n aː ɣ ə l ( - - )	naːɣəl	nagel	433	Dutch				nail	*naglaz	178
1579	n eɪ l	*naglaz	n eɪ - - l ( - - )	neɪl	nail	433	English				nail	*naglaz	178
1578	n aː ɡ ə l	*naglaz	n aː ɡ ə l ( - - )	naːɡəl	Nagel	433	German				nail	*naglaz	178
82	n aː m	*namōn	n aː m - ( - )	naːm	naam	23	Dutch				name	*namōn	179
81	n eɪ m	*namōn	n eɪ m - ( - )	neɪm	name	23	English				name	*namōn	179
80	n aː m ə	*namōn	n aː m ə ( - )	naːmə	Name	23	German				name	*namōn	179
629	n aː f	*nabō	n aː f ( - )	naːf	naaf	173	Dutch				nave	*nabō	180
628	n eɪ v	*nabō	n eɪ v ( - )	neɪv	nave	173	English				nave	*nabō	180
627	n aː b ə	*nabō	n aː b ( ə )	naːbə	Nabe	173	German				nave	*nabō	180
431	n aː v ə l	*nablōn	n aː v ə l ( - - )	naːvəl	navel	118	Dutch				navel	*nablōn	181
430	n eɪ v ə l	*nablōn	n eɪ v ə l ( - - )	neɪvḷ	navel	118	English				navel	*nablōn	181
429	n aː b ə l	*nablōn	n aː b ə l ( - - )	naːbəl	Nabel	118	German				navel	*nablōn	181
1166	n ɛ k	*xnakkaz	- n ɛ k ( - - )	nɛk	nek	319	Dutch				neck	*xnakkaz	182
1165	n ɛ k	*xnakkaz	- n ɛ k ( - - )	nɛk	neck	319	English				neck	*xnakkaz	182
1164	n a k ə n	*xnakkaz	- n a k ( ə n )	nakən	Nacken	319	German				neck	*xnakkaz	182
483	n oː t	*naudiz	n oː t ( - - )	noːt	nood	132	Dutch				need	*naudiz	183
482	n iː d	*naudiz	n iː d ( - - )	niːd	need	132	English				need	*naudiz	183
481	n oː t	*naudiz	n oː t ( - - )	noːt	Not	132	German				need	*naudiz	183
126	n aː l t	*nēθlō	n aː - - l ( t )	naːlt	naald	35	Dutch				needle	*nēθlō	184
125	n iː d ə l	*nēθlō	n iː d ə l ( - )	niːdḷ	needle	35	English				needle	*nēθlō	184
124	n aː d ə l	*nēθlō	n aː d ə l ( - )	naːdəl	Nadel	35	German				needle	*nēθlō	184
318	n ɛ s t	*nistą	n ɛ s t ( - - )	nɛst	nest	88	Dutch				nest	*nistą	185
317	n ɛ s t	*nistą	n ɛ s t ( - - )	nɛst	nest	88	English				nest	*nistą	185
316	n ɛ s t	*nistą	n ɛ s t ( - - )	nɛst	Nest	88	German				nest	*nistą	185
468	n ɛ t	*natją	n ɛ t - ( - - )	nɛt	net	128	Dutch				net	*natją	186
467	n ɛ t	*natją	n ɛ t - ( - - )	nɛt	net	128	English				net	*natją	186
466	n ɛ ts	*natją	n ɛ ts - ( - - )	nɛt͡s	Netz	128	German				net	*natją	186
573	n ɛ t ə l	*natilōn	n ɛ t ə l ( - - )	nɛtḷ	nettle	157	English				nettle	*natilōn	349
572	n ɛ s ə l	*natilōn	n ɛ s ə l ( - - )	nɛsəl	Nessel	157	German				nettle	*natilōn	349
1541	n ɑ x t	*naxtz	n ɑ x t ( - )	nɑxt	nacht	422	Dutch				night	*naxtz	187
1540	n aɪ t	*naxtz	n aɪ - t ( - )	naɪt	night	422	English				night	*naxtz	187
1539	n a x t	*naxtz	n a x t ( - )	naxt	Nacht	422	German				night	*naxtz	187
130	n ɑ x t m ɛ r iː	*marōn	( n ɑ x t ) m ɛ r ( iː - )	nɑxtmɛriː	nachtmerrie	36	Dutch				nightmare	*marōn	188
129	n aɪ t m ɛə r	*marōn	( n aɪ - t ) m ɛə r ( - - )	naɪtmɛər	nightmare	36	English				nightmare	*marōn	188
128	m aː r	*marōn	( - - - - ) m aː r ( - - )	maːr	Mahr	36	German				nightmare	*marōn	188
326	n eː ɣ ə	*newun	n eː ɣ ə -	neːɣə	negen	90	Dutch				nine	*newun	189
325	n aɪ n	*newun	n aɪ - - n	naɪn	nine	90	English				nine	*newun	189
324	n ɔy n	*newun	n ɔy - - n	nɔyn	neun	90	German				nine	*newun	189
1734	n øː s	*nasō	n øː s -	nøːs	neus	475	Dutch				nose	*nasō	190
1733	n əʊ z	*nasō	n əʊ z -	nəʊz	nose	475	English				nose	*nasō	190
1732	n aː z ə	*nasō	n aː z ə	naːzə	Nase	475	German				nose	*nasō	190
604	eː n	*end	- eː n ( - )	eːn	een	166	Dutch				one	*end	191
603	ʋ ʌ n	*end	ʋ ʌ n ( - )	ʋʌn	one	166	English				one	*end	191
602	ai n	*end	- ai n ( - )	ain	ein	166	German				one	*end	191
1012	oː v ə	*ufnaz	oː v ə - ( - - )	oːvə	oven	277	Dutch				oven	*ufnaz	192
1011	ʌ v ə n	*ufnaz	ʌ v ə n ( - - )	ʌvṇ	oven	277	English				oven	*ufnaz	192
1010	oː f ə n	*ufnaz	oː f ə n ( - - )	oːfən	Ofen	277	German				oven	*ufnaz	192
686	ɔ s	*uxsōn	ɔ - s - ( - )	ɔs	os	188	Dutch				ox	*uxsōn	193
685	ɔ k s	*uxsōn	ɔ k s - ( - )	ɔks	ox	188	English				ox	*uxsōn	193
684	ɔ k s ə	*uxsōn	ɔ k s ə ( - )	ɔksə	Ochse	188	German				ox	*uxsōn	193
1070	r eː ɣ ə	*regną	r eː ɣ ə - ( - - )	reːɣə	regen	293	Dutch	MT			rain	*regną	194
1069	r eɪ n	*regną	r eɪ - - n ( - - )	reɪn	rain	293	English	MT			rain	*regną	194
1068	r eː ɡ ə n	*regną	r eː ɡ ə n ( - - )	reːɡən	Regen	293	German				rain	*regną	194
877	r eː ɣ ə m b oː x	*regna-bugōn	r eː ɣ ə ( m - b oː x - - )	reːɣəmboːx	regenboog	241	Dutch				rainbow	*regna-bugōn	195
876	r eɪ n b əʊ	*regna-bugōn	r eɪ - - ( n - b əʊ - - - )	reɪnbəʊ	rainbow	241	English				rainbow	*regna-bugōn	195
875	r eː ɡ ə n b oː ɡ ə n	*regna-bugōn	r eː ɡ ə ( n - b oː ɡ ə n )	reːɡənboːɡən	Regenbogen	241	German	DUP			rainbow	*regna-bugōn	195
185	r aː f	*xrabnaz	- r aː f - - ( - - )	raːf	raaf	52	Dutch				raven	*xrabnaz	196
184	r æ v ə n	*xrabnaz	- r æ v ə n ( - - )	rævṇ	raven	52	English				raven	*xrabnaz	196
183	r aː b ə	*xrabnaz	- r aː b ə - ( - - )	raːbə	Rabe	52	German				raven	*xrabnaz	196
1648	r aː d ɛ n	*rēdaną	r aː d ɛ n ( - - )	raːdɛn	raden	452	Dutch				read	*rēdaną	197
1647	r iː d	*rēdaną	r iː d - - ( - - )	riːd	read	452	English				read	*rēdaną	197
1646	r aː t ə n	*rēdaną	r aː t ə n ( - - )	raːtən	raten	452	German				read	*rēdaną	197
708	r oː k	*raukiz	r oː k ( - - )	roːk	rook	194	Dutch				reek	*raukiz	198
707	r iː k	*raukiz	r iː k ( - - )	riːk	reek	194	English				reek	*raukiz	198
706	r au x	*raukiz	r au x ( - - )	raux	Rauch	194	German				reek	*raukiz	198
560	r ɛ s t	*rastō	r ɛ s t ( - )	rɛst	rest	153	English				rest	*rastō	350
559	r a s t	*rastō	r a s t ( - )	rast	Rast	153	German				rest	*rastō	350
167	r ɛɪ d ə	*rīdaną	r ɛɪ d ə - ( - - )	rɛɪdə	rijden	47	Dutch				ride	*rīdaną	199
166	r aɪ d	*rīdaną	r aɪ d - - ( - - )	raɪd	ride	47	English				ride	*rīdaną	199
165	r ai t ə n	*rīdaną	r ai t ə n ( - - )	raitən	reiten	47	German				ride	*rīdaną	199
1550	r aɪ n d	*rendō	r aɪ n d -	raɪnd	rind	425	English				rind	*rendō	351
1549	r ɪ n d ə	*rendō	r ɪ n d ə	rɪndə	Rinde	425	German				rind	*rendō	351
1385	r ʉ k	*rukkiz	r ʉ k ( - - )	rʉk	ruk	379	Dutch				rock	*rukkiz	200
1384	r ɔ k	*rukkiz	r ɔ k ( - - )	rɔk	rock	379	English				rock	*rukkiz	200
1383	r ʊ k	*rukkiz	r ʊ k ( - - )	rʊk	Ruck	379	German				rock	*rukkiz	200
1738	r eː	*raixōn	r eː ( - - - )	reː	ree	476	Dutch				roe	*raixōn	201
1737	r əʊ	*raixōn	r əʊ ( - - - )	rəʊ	roe	476	English				roe	*raixōn	201
1736	r eː	*raixōn	r eː ( - - - )	reː	Reh	476	German				roe	*raixōn	201
1096	r uː d	*rōdō	r uː d -	ruːd	rood	300	English				rood	*rōdō	352
1095	r uː t ə	*rōdō	r uː t ə	ruːtə	Rute	300	German				rood	*rōdō	352
499	r œy m	*rūmą	r œy m ( - - )	rœym	ruim	136	Dutch				room	*rūmą	202
498	r uː m	*rūmą	r uː m ( - - )	ruːm	room	136	English				room	*rūmą	202
497	r au m	*rūmą	r au m ( - - )	raum	Raum	136	German				room	*rūmą	202
1306	r ɛɪ p	*raipą	r ɛɪ p ( - - )	rɛɪp	rijp	358	Dutch				rope	*raipą	203
1305	r əʊ p	*raipą	r əʊ p ( - - )	rəʊp	rope	358	English				rope	*raipą	203
1304	r ai f	*raipą	r ai f ( - - )	raif	Reif	358	German				rope	*raipą	203
1672	r uː r	*rōθraz	r uː - - r ( - - )	ruːr	roer	458	Dutch				rudder	*rōθraz	204
1671	r ʌ d ə r	*rōθraz	r ʌ d ə r ( - - )	rʌdər	rudder	458	English				rudder	*rōθraz	204
1670	r uː d ə r	*rōθraz	r uː d ə r ( - - )	ruːdər	Ruder	458	German				rudder	*rōθraz	204
966	r ʌ n	*rennaną	r ʌ n - - ( - - )	rʌn	run	265	English				run	*rennaną	353
965	r ɪ n ə n	*rennaną	r ɪ n ə n ( - - )	rɪnən	rinnen	265	German				run	*rennaną	353
737	r uː s t	*rustō	r uː s t ( - )	ruːst	roest	202	Dutch				rust	*rustō	205
736	r ʌ s t	*rustō	r ʌ s t ( - )	rʌst	rust	202	English				rust	*rustō	205
735	r ɔ s t	*rustō	r ɔ s t ( - )	rɔst	Rost	202	German				rust	*rustō	205
1464	r ɔ ɣ ə	*rugiz	r ɔ ɣ ə ( - )	rɔɣə	rogge	400	Dutch				rye	*rugiz	206
1463	r aɪ	*rugiz	r aɪ - - ( - )	raɪ	rye	400	English				rye	*rugiz	206
1462	r ɔ ɡ ə n	*rugiz	r ɔ ɡ ə ( n )	rɔɡən	Roggen	400	German				rye	*rugiz	206
941	z ɛɪ l	*seglą	z ɛɪ - - l ( - - )	zɛɪl	zeil	258	Dutch				sail	*seglą	207
940	s eɪ l	*seglą	s eɪ - - l ( - - )	seɪl	sail	258	English				sail	*seglą	207
939	z eː ɡ ə l	*seglą	z eː ɡ ə l ( - - )	zeːɡəl	Segel	258	German				sail	*seglą	207
138	z aː k	*sakō	z aː k -	zaːk	zaak	38	Dutch				sake	*sakō	208
137	s ɑː k ɪ	*sakō	s eɪ k -	sɑːkɪ	sake	38	English				sake	*sakō	208
136	z a x ə	*sakō	z a x ə	zaxə	Sache	38	German				sake	*sakō	208
1215	z ɑu t	*saltą	z ɑu - t ( - - )	zɑut	zout	333	Dutch				salt	*saltą	209
1214	s ɔː l t	*saltą	s ɔː l t ( - - )	sɔːlt	salt	333	English				salt	*saltą	209
1213	z a l ts	*saltą	z a l ts ( - - )	zalt͡s	Salz	333	German				salt	*saltą	209
334	z ɑ l f	*salbō	z ɑ l f -	zɑlf	zalf	92	Dutch				salve	*salbō	210
333	s æ l v	*salbō	s æ l v -	sælv	salve	92	English				salve	*salbō	210
332	z a l b ə	*salbō	z a l b ə	zalbə	Salbe	92	German				salve	*salbō	210
977	s ɑ p	*sapōn	s ɑ p ( - - - )	sɑp	sap	268	Dutch				sap	*sapōn	211
976	s æ p	*sapōn	s æ p ( - - - )	sæp	sap	268	English				sap	*sapōn	211
975	z a f t	*sapōn	z a f ( - - t )	zaft	Saft	268	German				sap	*sapōn	211
1490	z eː	*sai	z eː	zeː	zee	408	Dutch				sea	*sai	212
1489	s iː	*sai	s iː	siː	sea	408	English				sea	*sai	212
1488	z eː	*sai	z eː	zeː	See	408	German				sea	*sai	212
514	z oː m	*saumaz	z oː m ( - - )	zoːm	zoom	140	Dutch				seam	*saumaz	213
513	s iː m	*saumaz	s iː m ( - - )	siːm	seam	140	English				seam	*saumaz	213
512	z au m	*saumaz	z au m ( - - )	zaum	Saum	140	German				seam	*saumaz	213
107	z uː k ə	*sōkjaną	z uː k - ə - ( - - )	zuːkə	zoeken	30	Dutch				seek	*sōkjaną	214
106	s iː k	*sōkjaną	s iː k - - - ( - - )	siːk	seek	30	English				seek	*sōkjaną	214
105	z uː x ə n	*sōkjaną	z uː x - ə n ( - - )	zuːxən	suchen	30	German				seek	*sōkjaną	214
1381	z ɛ n d ə	*sandjaną	z ɛ n d - ə - ( - - )	zɛndə	zenden	378	Dutch				send	*sandjaną	215
1380	s ɛ n d	*sandjaną	s ɛ n d - - - ( - - )	sɛnd	send	378	English				send	*sandjaną	215
1379	z ɛ n d ə n	*sandjaną	z ɛ n d - ə n ( - - )	zɛndən	senden	378	German				send	*sandjaną	215
1819	z ɛ t ə	*satjaną	z ɛ t - ə - ( - - )	zɛtə	zetten	498	Dutch				set	*satjaną	216
1818	s ɛ t	*satjaną	s ɛ t - - - ( - - )	sɛt	set	498	English				set	*satjaną	216
1817	z ɛ ts ə n	*satjaną	z ɛ ts - ə n ( - - )	zɛt͡sən	setzen	498	German				set	*satjaną	216
177	z eː v ə	*sebun	z eː v ə -	zeːvə	zeven	50	Dutch				seven	*sebun	217
176	s ɛ v ə n	*sebun	s ɛ v ə n	sɛvṇ	seven	50	English				seven	*sebun	217
175	z iː b ə n	*sebun	z iː b ə n	ziːbən	sieben	50	German				seven	*sebun	217
1861	s x ɑ x t	*skaftą	s x ɑ x t ( - - )	sxɑxt	schacht	510	Dutch				shaft	*skaftą	218
1860	ʃ ɑː f t	*skaftą	ʃ - ɑː f t ( - - )	ʃɑːft	shaft	510	English				shaft	*skaftą	218
1859	ʃ a f t	*skaftą	ʃ - a f t ( - - )	ʃaft	Schaft	510	German				shaft	*skaftą	218
1081	ʃ eɪ m	*skamō	ʃ - eɪ m ( - )	ʃeɪm	shame	296	English				shame	*skamō	354
1080	ʃ aː m	*skamō	ʃ - aː m ( - )	ʃaːm	Scham	296	German				shame	*skamō	354
1427	s x eː r ə	*skeraną	s x eː r ə - ( - - )	sxeːrə	scheren	390	Dutch				shear	*skeraną	219
1426	ʃ ɪə r	*skeraną	ʃ - ɪə r - - ( - - )	ʃɪər	shear	390	English				shear	*skeraną	219
1425	ʃ eː r ə n	*skeraną	ʃ - eː r ə n ( - - )	ʃeːrən	scheren	390	German				shear	*skeraną	219
1117	s x eː d ə	*skaiθiz	s x eː d ə ( - )	sxeːdə	schede	306	Dutch				sheath	*skaiθiz	220
1116	ʃ iː θ	*skaiθiz	ʃ - iː θ - ( - )	ʃiːθ	sheath	306	English				sheath	*skaiθiz	220
1115	ʃ ai d ə	*skaiθiz	ʃ - ai d ə ( - )	ʃaidə	Scheide	306	German				sheath	*skaiθiz	220
1371	s x aː p	*skēpą	s x aː p ( - - )	sxaːp	schaap	375	Dutch				sheep	*skēpą	221
1370	ʃ iː p	*skēpą	ʃ - iː p ( - - )	ʃiːp	sheep	375	English				sheep	*skēpą	221
1369	ʃ aː f	*skēpą	ʃ - aː f ( - - )	ʃaːf	Schaf	375	German				sheep	*skēpą	221
310	s x ɪ l t	*skelduz	s x ɪ l t ( - - )	sxɪlt	schild	86	Dutch				shield	*skelduz	222
309	ʃ iː l d	*skelduz	ʃ - iː l d ( - - )	ʃiːld	shield	86	English				shield	*skelduz	222
308	ʃ ɪ l t	*skelduz	ʃ - ɪ l t ( - - )	ʃɪlt	Schild	86	German	BOR			shield	*skelduz	222
963	ʃ ɪ l ɪ ŋ	*skellin)az	ʃ - ɪ l ɪ ŋ - ( - - )	ʃɪlɪŋ	shilling	264	English				shilling	*skellin)az	355
962	ʃ ɪ l ɪ ŋ	*skellin)az	ʃ - ɪ l ɪ ŋ - ( - - )	ʃɪlɪŋ	Schilling	264	German				shilling	*skellin)az	355
1401	s x ɛɪ n ə	*skīnaną	s x ɛɪ n ə - ( - - )	sxɛɪnə	schijnen	383	Dutch				shine	*skīnaną	223
1400	ʃ aɪ n	*skīnaną	ʃ - aɪ n - - ( - - )	ʃaɪn	shine	383	English				shine	*skīnaną	223
1399	ʃ ai n ə n	*skīnaną	ʃ - ai n ə n ( - - )	ʃainən	scheinen	383	German				shine	*skīnaną	223
591	s x ɑu d ə r	*skuldrō	s x ɑu - d ə r ( - )	sxɑudər	schouder	162	Dutch				shoulder	*skuldrō	224
590	ʃ əʊ l d ə r	*skuldrō	ʃ - əʊ l d ə r ( - )	ʃəʊldər	shoulder	162	English				shoulder	*skuldrō	224
589	ʃ ʊ l t ə r	*skuldrō	ʃ - ʊ l t ə r ( - )	ʃʊltər	Schulter	162	German				shoulder	*skuldrō	224
1442	s x œy v ə	*skeubaną	s x œy v ə - ( - - )	sxœyvə	schuiven	394	Dutch				shove	*skeubaną	225
1441	ʃ ʌ v	*skeubaną	ʃ - ʌ v - - ( - - )	ʃʌv	shove	394	English				shove	*skeubaną	225
1440	ʃ iː b ə n	*skeubaną	ʃ - iː b ə n ( - - )	ʃiːbən	schieben	394	German				shove	*skeubaną	225
723	s x ɔ f ə l	*skūflō	s x ɔ f ə l ( - )	sxɔfəl	schoffel	198	Dutch				shovel	*skūflō	226
722	ʃ ʌ v ə l	*skūflō	ʃ - ʌ v ə l ( - )	ʃʌvḷ	shovel	198	English				shovel	*skūflō	226
721	ʃ au f ə l	*skūflō	ʃ - au f ə l ( - )	ʃaufəl	Schaufel	198	German				shovel	*skūflō	226
1287	s x ɑu ʋ ə	*skawōjaną	s x ɑu ʋ - - ə - ( - - )	sxɑuʋə	schouwen	353	Dutch				show	*skawōjaną	227
1286	ʃ əʊ	*skawōjaną	ʃ - əʊ - - - - - ( - - )	ʃəʊ	show	353	English				show	*skawōjaną	227
1285	ʃ au ə n	*skawōjaną	ʃ - au - - - ə n ( - - )	ʃauən	schauen	353	German				show	*skawōjaną	227
1194	ʃ aʊ ə r	*skūrō	ʃ - aʊ ə r ( - )	ʃaʊər	shower	327	English				shower	*skūrō	356
1193	ʃ au ə r	*skūrō	ʃ - au ə r ( - )	ʃauər	Schauer	327	German				shower	*skūrō	356
231	s aɪ d	*sīdōn	s aɪ d - ( - )	saɪd	side	64	English				side	*sīdōn	357
230	z ai t ə	*sīdōn	z ai t ə ( - )	zaitə	Seite	64	German				side	*sīdōn	357
1750	z eː f	*sibaz	z eː f ( - - )	zeːf	zeef	479	Dutch				sieve	*sibaz	228
1749	s ɪ v	*sibaz	s ɪ v ( - - )	sɪv	sieve	479	English				sieve	*sibaz	228
1748	z iː p	*sibaz	z iː b ( - - )	ziːp	Sieb	479	German				sieve	*sibaz	228
1569	z ɪ ŋ ə	*sengwaną	z ɪ ŋ - ə - ( - - )	zɪŋə	zingen	430	Dutch				sing	*sengwaną	229
1568	s ɪ ŋ	*sengwaną	s ɪ ŋ - - - ( - - )	sɪŋ	sing	430	English				sing	*sengwaną	229
1567	z ɪ ŋ ə n	*sengwaną	z ɪ ŋ - ə n ( - - )	zɪŋən	singen	430	German				sing	*sengwaną	229
1609	z ɛ ŋ ə	*sangjaną	z ɛ ŋ - - ə - ( - - )	zɛŋə	zengen	441	Dutch				singe	*sangjaną	230
1608	s ɪ n ʤ	*sangjaną	s ɪ n ʤ - - - ( - - )	sɪnʤ	singe	441	English				singe	*sangjaną	230
1607	z ɛ ŋ ə n	*sangjaną	z ɛ ŋ - - ə n ( - - )	zɛŋən	sengen	441	German				singe	*sangjaną	230
1055	z ʉ s t ə r	*swestēr	z - ʉ s t ə r	zʉstər	zuster	289	Dutch				sister	*swestēr	231
1054	s ɪ s t ə r	*swestēr	s - ɪ s t ə r	sɪstər	sister	289	English				sister	*swestēr	231
